timestamp,out_hum,f3_hum,f10_temp,f10_hum,f3_temp,out_temp,entemp,extemp,cammode,enhum,exthum,outstatus_0x0002,outstatus_0x0004,outstatus_0x0008
2019-09-29 00:00:00,99.0,47.188,25.396,44.963,24.692,21.9,24.6,23.6,5.0,98.52000000000001,57.92999999999999,1.0,1.0,1.0
2019-09-29 00:10:00,99.0,47.733,25.47,44.891,24.503999999999998,21.9,24.54,23.919999999999998,5.0,98.17999999999999,55.17,1.0,1.0,1.0
2019-09-29 00:20:00,98.5,48.116,25.512999999999998,44.726,24.458,21.85,24.4,23.91,5.0,98.19,54.029999999999994,1.0,1.0,1.0
2019-09-29 00:30:00,99.0,48.534,25.579,44.469,24.454,21.9,24.560000000000002,24.08,5.0,98.41,54.2,1.0,1.0,1.0
2019-09-29 00:40:00,98.0,48.554,25.576,44.239,24.432,21.9,24.439999999999998,24.080000000000002,5.0,98.42,54.06,1.0,1.0,1.0
2019-09-29 00:50:00,98.5,48.393,25.573,44.086,24.386000000000003,21.9,24.4,24.09,5.0,98.66,53.9,1.0,1.0,1.0
2019-09-29 01:00:00,98.5,48.179,25.57,44.001999999999995,24.378,21.9,24.44,23.96,5.0,98.4,53.970000000000006,1.0,1.0,1.0
2019-09-29 01:10:00,99.0,48.196000000000005,25.573,43.989999999999995,24.360000000000003,21.9,24.439999999999998,23.78,5.0,98.59,55.879999999999995,1.0,1.0,1.0
2019-09-29 01:20:00,99.0,47.977999999999994,25.573,43.9,24.356,21.9,24.52,24.06,5.0,98.33,54.089999999999996,1.0,1.0,1.0
2019-09-29 01:30:00,99.0,47.775,25.573,43.86,24.362000000000002,21.9,24.46,24.03,5.0,98.16,53.760000000000005,1.0,1.0,1.0
2019-09-29 01:40:00,98.0,47.652,25.57,43.797,24.362000000000002,21.9,24.259999999999998,23.7,5.0,97.8,53.720000000000006,1.0,1.0,1.0
2019-09-29 01:50:00,98.5,47.632,25.57,43.673,24.352,21.9,24.330000000000002,23.82,5.0,97.34,53.4,1.0,1.0,1.0
2019-09-29 02:00:00,99.0,47.482,25.57,43.588,24.358,21.9,24.419999999999998,23.839999999999996,5.0,97.4,53.8,1.0,1.0,1.0
2019-09-29 02:10:00,99.0,47.422,25.57,43.561,24.334,21.9,24.31,23.419999999999998,5.0,97.21000000000001,54.58,1.0,1.0,1.0
2019-09-29 02:20:00,99.0,47.402,25.52,43.513999999999996,24.318,21.9,24.33,23.72,5.0,97.36,54.21,1.0,1.0,1.0
2019-09-29 02:30:00,99.0,47.205,25.555,43.434,24.358,21.95,24.38,23.9,5.0,97.63,53.779999999999994,1.0,1.0,1.0
2019-09-29 02:40:00,99.0,47.113,25.485,43.440999999999995,24.326,22.0,24.39,23.4,5.0,96.97,54.94,1.0,1.0,1.0
2019-09-29 02:50:00,99.0,47.096000000000004,25.57,43.309,24.331,22.0,24.4,23.7,5.0,97.42,53.96,1.0,1.0,1.0
2019-09-29 03:00:00,99.0,47.004000000000005,25.573,43.168,24.354000000000003,21.9,24.36,23.82,5.0,97.63,53.71,1.0,1.0,1.0
2019-09-29 03:10:00,99.0,46.994,25.56,43.185,24.299,21.9,24.169999999999998,23.44,5.0,98.4,54.89,1.0,1.0,1.0
2019-09-29 03:20:00,99.0,46.894999999999996,25.55,43.178000000000004,24.265,21.9,24.259999999999998,23.779999999999998,5.0,97.66,53.73,1.0,1.0,1.0
2019-09-29 03:30:00,99.0,46.826,25.57,43.142,24.345000000000002,21.9,24.2,23.619999999999997,5.0,97.57000000000001,54.25,1.0,1.0,1.0
2019-09-29 03:40:00,99.0,46.833,25.47,43.239,24.25,21.9,24.25,23.6,5.0,97.0,53.7,1.0,1.0,1.0
2019-09-29 03:50:00,99.0,46.763,25.47,43.173,24.255000000000003,21.8,24.18,23.619999999999997,5.0,97.07000000000001,53.82000000000001,1.0,1.0,1.0
2019-09-29 04:00:00,100.0,46.7,25.47,43.154,24.314,21.8,24.4,23.919999999999998,5.0,97.58,53.55,1.0,1.0,1.0
2019-09-29 04:10:00,100.0,46.569,25.523,42.976,24.360000000000003,21.8,24.38,24.05,5.0,98.08,53.5,1.0,1.0,1.0
2019-09-29 04:20:00,100.0,46.515,25.57,42.885,24.354000000000003,21.8,24.130000000000003,23.8,5.0,98.26,53.67999999999999,1.0,1.0,1.0
2019-09-29 04:30:00,100.0,46.510000000000005,25.573,42.821000000000005,24.344,21.75,24.2,23.839999999999996,5.0,98.53,53.3,1.0,1.0,1.0
2019-09-29 04:40:00,100.0,46.486000000000004,25.573,42.862,24.358,21.8,24.119999999999997,23.839999999999996,5.0,98.67,53.45,1.0,1.0,1.0
2019-09-29 04:50:00,100.0,46.462,25.57,42.851,24.360000000000003,21.75,24.04,23.68,5.0,99.01,53.989999999999995,1.0,1.0,1.0
2019-09-29 05:00:00,100.0,46.464,25.523,42.882,24.357000000000003,21.7,24.06,23.8,5.0,99.02000000000001,53.17999999999999,1.0,1.0,1.0
2019-09-29 05:10:00,100.0,46.444,25.5,42.81,24.25,21.7,23.9,23.54,5.0,98.88,53.36,1.0,1.0,1.0
2019-09-29 05:20:00,100.0,46.444,25.544999999999998,42.767,24.25,21.7,23.98,23.34,5.0,98.17999999999999,53.23,1.0,1.0,1.0
2019-09-29 05:30:00,100.0,46.434000000000005,25.47,42.805,24.255000000000003,21.6,24.04,23.54,5.0,98.13,53.239999999999995,1.0,1.0,1.0
2019-09-29 05:40:00,100.0,46.463,25.47,42.811,24.259999999999998,21.6,24.1,23.6,5.0,99.06,53.75,1.0,1.0,1.0
2019-09-29 05:50:00,100.0,46.354,25.45,42.852,24.25,21.6,24.0,23.619999999999997,5.0,99.28999999999999,53.42999999999999,1.0,1.0,1.0
2019-09-29 06:00:00,100.0,46.403,25.419999999999998,42.849000000000004,24.255000000000003,21.6,24.04,23.52,5.0,99.34,54.64,1.0,1.0,1.0
2019-09-29 06:10:00,100.0,46.364,25.45,42.75,24.272,21.65,24.1,23.82,5.0,99.4,53.71,1.0,1.0,1.0
2019-09-29 06:20:00,100.0,46.2,25.47,42.747,24.358,21.7,24.04,23.759999999999998,5.0,98.91999999999999,53.339999999999996,1.0,1.0,1.0
2019-09-29 06:30:00,100.0,46.17,25.46,42.735,24.356,21.7,24.07,23.74,5.0,98.72999999999999,53.260000000000005,1.0,1.0,1.0
2019-09-29 06:40:00,99.0,46.254000000000005,25.47,42.660000000000004,24.360000000000003,21.7,24.130000000000003,23.64,5.0,98.83,54.160000000000004,1.0,1.0,1.0
2019-09-29 06:50:00,98.5,46.226,25.47,42.614,24.28,21.8,24.029999999999998,23.64,5.0,98.32000000000001,53.510000000000005,1.0,1.0,1.0
2019-09-29 07:00:00,98.0,46.18,25.47,42.617000000000004,24.25,21.8,24.18,23.72,5.0,98.1,52.92,1.0,1.0,1.0
2019-09-29 07:10:00,97.0,46.15,25.47,42.561,24.357000000000003,21.8,24.169999999999998,23.779999999999998,5.0,98.03,53.15,1.0,1.0,1.0
2019-09-29 07:20:00,97.0,46.176,25.47,42.567,24.306,21.8,24.2,23.52,5.0,97.96000000000001,54.370000000000005,1.0,1.0,1.0
2019-09-29 07:30:00,97.0,46.08,25.47,42.518,24.346,21.8,24.2,23.839999999999996,5.0,98.17,53.04,1.0,1.0,1.0
2019-09-29 07:40:00,97.0,46.047000000000004,25.47,42.498000000000005,24.358,21.9,24.29,23.919999999999998,5.0,98.38,53.36,1.0,1.0,1.0
2019-09-29 07:50:00,96.0,46.08,25.47,42.452999999999996,24.356,21.9,24.2,23.64,5.0,97.97999999999999,53.94,1.0,1.0,1.0
2019-09-29 08:00:00,94.5,46.037,25.47,42.471999999999994,24.356,21.9,24.38,23.919999999999998,5.0,97.01,53.32000000000001,1.0,1.0,1.0
2019-09-29 08:10:00,93.0,45.982,25.47,42.44,24.376,22.05,24.5,24.03,5.0,96.87,53.260000000000005,1.0,1.0,1.0
