timestamp,f3_temp,f3_hum,f10_temp,f10_hum,out_temp,out_hum,entemp,enhum,extemp,exthum,cammode,outstatus_0x0002,outstatus_0x0004,outstatus_0x0008
2019-10-20 00:00:00,24.67,59.426,26.77,50.27,25.660000000000004,88.2,21.32,91.96000000000001,20.0,56.25,3.0,0.0,0.0,0.0
2019-10-20 00:10:00,24.682,59.379999999999995,26.77,50.27,25.5,89.0,21.2,92.5,19.9,56.86,3.0,0.0,0.0,0.0
2019-10-20 00:20:00,24.67,59.463,26.77,50.27,25.5,89.3,21.16,93.13,19.72,57.54,3.0,0.0,0.0,0.0
2019-10-20 00:30:00,24.67,59.470000000000006,26.77,50.27,25.5,90.0,21.0,93.76,19.580000000000002,57.92999999999999,3.0,0.0,0.0,0.0
2019-10-20 00:40:00,24.67,59.455999999999996,26.77,50.27,25.5,90.2,20.96,94.15,19.46,58.470000000000006,3.0,0.0,0.0,0.0
2019-10-20 00:50:00,24.67,59.4,26.77,50.27,25.5,91.0,20.8,94.26,19.3,59.029999999999994,3.0,0.0,0.0,0.0
2019-10-20 01:00:00,24.67,59.347,26.768,50.27,25.5,91.1,20.78,94.9,19.3,59.239999999999995,3.0,0.0,0.0,0.0
2019-10-20 01:10:00,24.694,59.2,26.764,50.27,25.5,92.0,20.6,95.22999999999999,19.2,59.910000000000004,3.0,0.0,0.0,0.0
2019-10-20 01:20:00,24.75,59.029999999999994,26.77,50.27,25.490000000000002,91.9,20.419999999999998,95.32000000000001,19.060000000000002,60.529999999999994,3.0,0.0,0.0,0.0
2019-10-20 01:30:00,24.75,58.934000000000005,26.758,50.249,25.4,91.0,20.22,95.52000000000001,18.9,60.970000000000006,3.0,0.0,0.0,0.0
2019-10-20 01:40:00,24.758,58.98,26.77,50.345,25.4,91.0,20.06,95.61,18.839999999999996,61.42999999999999,3.0,0.0,0.0,0.0
2019-10-20 01:50:00,24.726,59.029999999999994,26.77,50.35,25.4,91.0,19.939999999999998,95.62,18.7,61.73,3.0,0.0,0.0,0.0
2019-10-20 02:00:00,24.67,59.21,26.77,50.394999999999996,25.389999999999997,91.0,19.8,95.84,18.86,61.779999999999994,3.0,0.0,0.0,0.0
2019-10-20 02:10:00,24.67,59.246,26.77,50.35,25.3,91.0,19.619999999999997,95.88000000000001,18.72,62.36,3.0,0.0,0.0,0.0
2019-10-20 02:20:00,24.67,59.260000000000005,26.77,50.35,25.3,91.1,19.44,95.89000000000001,18.7,62.79,3.0,0.0,0.0,0.0
2019-10-20 02:30:00,24.67,59.14,26.77,50.35,25.3,92.0,19.3,95.88000000000001,18.7,63.18000000000001,3.0,0.0,0.0,0.0
2019-10-20 02:40:00,24.67,59.160000000000004,26.762,50.35,25.3,92.0,19.18,96.03,18.7,63.470000000000006,3.0,0.0,0.0,0.0
2019-10-20 02:50:00,24.6,59.291,26.77,50.35,25.3,92.0,19.0,96.21000000000001,18.7,63.96999999999999,3.0,0.0,0.0,0.0
2019-10-20 03:00:00,24.562,59.370000000000005,26.77,50.355000000000004,25.3,92.1,18.779999999999998,96.28999999999999,18.7,64.5,3.0,0.0,0.0,0.0
2019-10-20 03:10:00,24.57,59.364999999999995,26.762,50.38,25.3,93.0,18.66,96.32000000000001,18.7,65.0,3.0,0.0,0.0,0.0
2019-10-20 03:20:00,24.57,59.45399999999999,26.766,50.374,25.3,92.8,18.5,96.38000000000001,18.7,65.55,3.0,0.0,0.0,0.0
2019-10-20 03:30:00,24.57,59.376,26.77,50.462,25.3,92.0,18.36,96.4,18.72,66.19,3.0,0.0,0.0,0.0
2019-10-20 03:40:00,24.562,59.25,26.77,50.47,25.28,92.2,18.28,96.47,18.759999999999998,66.57000000000001,3.0,0.0,0.0,0.0
2019-10-20 03:50:00,24.580000000000002,59.14,26.77,50.458000000000006,25.2,93.0,18.14,96.55999999999999,18.9,66.8,3.0,0.0,0.0,0.0
