timestamp,f3_temp,f3_hum,f10_temp,f10_hum,out_temp,out_hum,entemp,enhum,extemp,exthum,cammode,outstatus_0x0002,outstatus_0x0004,outstatus_0x0008
2019-10-15 00:00:00,25.964999999999996,46.521,26.663999999999998,42.77,24.6,79.0,20.339999999999996,74.56,19.3,71.61999999999999,3.0,0.0,0.0,0.0
2019-10-15 00:10:00,25.97,46.480000000000004,26.653999999999996,42.77,24.7,81.0,20.2,74.33,19.26,72.3,3.0,0.0,0.0,0.0
2019-10-15 00:20:00,25.975,46.411,26.666000000000004,42.77,24.7,81.0,20.2,74.05,19.14,72.5,3.0,0.0,0.0,0.0
2019-10-15 00:30:00,26.036,46.392,26.634000000000004,42.792,24.7,81.0,20.2,73.9,19.1,72.84,3.0,0.0,0.0,0.0
2019-10-15 00:40:00,26.068,46.408,26.564999999999998,42.87,24.610000000000003,81.0,20.2,73.59,19.240000000000002,72.64,3.0,0.0,0.0,0.0
2019-10-15 00:50:00,26.054000000000002,46.474000000000004,26.660000000000004,42.87,24.64,80.6,20.1,73.35,19.3,71.74,3.0,0.0,0.0,0.0
2019-10-15 01:00:00,26.056,46.448,26.662,42.87,24.8,79.0,20.0,73.26,19.419999999999998,71.38,3.0,0.0,0.0,0.0
2019-10-15 01:10:00,26.064,46.431,26.657999999999998,42.879,24.869999999999997,79.7,20.0,73.17999999999999,19.5,70.92,3.0,0.0,0.0,0.0
2019-10-15 01:20:00,26.054000000000002,46.46,26.666000000000004,42.922,24.88,80.2,20.0,73.19,19.5,70.47999999999999,3.0,0.0,0.0,0.0
2019-10-15 01:30:00,26.058,46.542,26.65,42.97,24.8,81.0,20.0,73.27000000000001,19.5,70.56,3.0,0.0,0.0,0.0
2019-10-15 01:40:00,26.066000000000003,46.494,26.690000000000005,42.97,24.78,81.0,20.0,73.3,19.5,70.31,3.0,0.0,0.0,0.0
2019-10-15 01:50:00,26.066000000000003,46.515,26.762,42.991,24.7,81.0,20.0,73.33,19.5,70.0,3.0,0.0,0.0,0.0
2019-10-15 02:00:00,26.066000000000003,46.534000000000006,26.754,42.97,24.66,81.4,20.0,73.26,19.68,69.25,3.0,0.0,0.0,0.0
2019-10-15 02:10:00,26.15,46.434999999999995,26.766,42.979,24.6,82.0,19.93,73.21000000000001,19.9,68.44000000000001,3.0,0.0,0.0,0.0
2019-10-15 02:20:00,26.170000000000005,46.480000000000004,26.77,42.988,24.62,82.0,19.9,73.2,19.97,67.58,3.0,0.0,0.0,0.0
2019-10-15 02:30:00,26.170000000000005,46.46,26.77,42.982,24.7,82.0,19.9,73.26,20.18,66.5,3.0,0.0,0.0,0.0
2019-10-15 02:40:00,26.170000000000005,46.418,26.77,42.97,24.66,82.2,19.9,73.32000000000001,20.32,65.82000000000001,3.0,0.0,0.0,0.0
2019-10-15 02:50:00,26.170000000000005,46.410000000000004,26.77,43.035000000000004,24.5,83.0,19.9,73.42,20.339999999999996,65.72999999999999,3.0,0.0,0.0,0.0
2019-10-15 03:00:00,26.170000000000005,46.374,26.762,43.1,24.5,83.0,19.9,73.5,20.4,65.61999999999999,3.0,0.0,0.0,0.0
2019-10-15 03:10:00,26.170000000000005,46.434000000000005,26.77,43.048,24.5,83.0,19.9,73.64,20.4,65.35,3.0,0.0,0.0,0.0
