timestamp,f3_temp,f3_hum,f10_temp,f10_hum,out_temp,out_hum,entemp,enhum,extemp,exthum,cammode,outstatus_0x0002,outstatus_0x0004,outstatus_0x0008
2019-10-02 00:00:00,23.97,45.228,24.85,42.83,21.119999999999997,99.0,23.86,96.63,22.380000000000003,58.4,5.0,1.0,1.0,1.0
2019-10-02 00:10:00,23.97,45.21900000000001,24.85,42.764,21.0,99.0,23.82,96.27000000000001,22.72,55.52,5.0,1.0,1.0,1.0
2019-10-02 00:20:00,23.962,45.248000000000005,24.85,42.762,21.04,98.6,23.88,96.43,22.98,54.44,5.0,1.0,1.0,1.0
2019-10-02 00:30:00,23.96,45.182,24.858,42.751999999999995,21.110000000000003,98.0,23.82,96.71000000000001,23.06,53.79,5.0,1.0,1.0,1.0
2019-10-02 00:40:00,23.97,45.059000000000005,24.85,42.77,21.2,98.0,23.82,97.74,23.28,54.17999999999999,5.0,1.0,1.0,1.0
2019-10-02 00:50:00,23.97,45.125,24.85,42.762,21.21,98.0,23.74,98.06,23.34,53.29,5.0,1.0,1.0,1.0
2019-10-02 01:00:00,23.97,45.215,24.85,42.71,21.3,98.0,23.839999999999996,97.86,23.080000000000002,54.760000000000005,5.0,1.0,1.0,1.0
2019-10-02 01:10:00,23.979999999999997,45.184000000000005,24.860000000000003,42.65,21.3,97.9,23.779999999999998,97.6,23.240000000000002,53.92999999999999,5.0,1.0,1.0,1.0
2019-10-02 01:20:00,24.07,45.150999999999996,24.85,42.665,21.3,97.0,23.779999999999998,97.44,23.160000000000004,53.410000000000004,5.0,1.0,1.0,1.0
2019-10-02 01:30:00,24.07,45.222,24.85,42.665,21.3,97.2,23.74,97.66,23.160000000000004,53.5,5.0,1.0,1.0,1.0
2019-10-02 01:40:00,24.07,45.262,24.85,42.698,21.3,98.0,23.68,97.69,23.18,53.739999999999995,5.0,1.0,1.0,1.0
2019-10-02 01:50:00,24.07,45.2,24.97,42.648,21.3,97.6,23.7,98.4,23.26,53.42,5.0,1.0,1.0,1.0
2019-10-02 02:00:00,24.07,45.009,24.97,42.57,21.3,97.0,23.56,98.33,23.12,53.339999999999996,5.0,1.0,1.0,1.0
2019-10-02 02:10:00,24.07,45.068,24.97,42.57,21.3,97.0,23.7,98.52000000000001,23.32,53.61,5.0,1.0,1.0,1.0
2019-10-02 02:20:00,24.07,45.048,24.97,42.602,21.3,97.0,23.7,97.89000000000001,23.32,53.089999999999996,5.0,1.0,1.0,1.0
2019-10-02 02:30:00,24.07,45.147000000000006,24.956,42.67,21.36,97.0,23.9,96.3,23.18,53.6,5.0,1.0,1.0,1.0
2019-10-02 02:40:00,24.07,45.083999999999996,24.956,42.632,21.5,97.0,23.74,95.77000000000001,22.94,53.21,5.0,1.0,1.0,1.0
2019-10-02 02:50:00,24.07,45.160000000000004,24.95,42.57,21.52,97.0,23.86,95.5,23.02,53.19,5.0,1.0,1.0,1.0
2019-10-02 03:00:00,24.07,45.09,24.864,42.57,21.6,97.0,23.7,95.05,22.6,54.35,5.0,1.0,1.0,1.0
2019-10-02 03:10:00,24.064,45.091,24.85,42.57,21.57,97.3,23.88,94.47999999999999,22.56,54.52,5.0,1.0,1.0,1.0
2019-10-02 03:20:00,24.066,45.147000000000006,24.85,42.573,21.5,98.0,23.72,95.5,22.68,53.96,5.0,1.0,1.0,1.0
2019-10-02 03:30:00,24.09,44.995999999999995,24.85,42.579,21.5,98.0,23.7,96.51,22.9,53.739999999999995,5.0,1.0,1.0,1.0
2019-10-02 03:40:00,24.076,44.982,24.862000000000002,42.57,21.5,98.0,23.8,95.83,22.919999999999998,53.779999999999994,5.0,1.0,1.0,1.0
2019-10-02 03:50:00,24.07,45.112,24.85,42.57,21.5,98.0,23.68,96.32000000000001,22.9,53.489999999999995,5.0,1.0,1.0,1.0
2019-10-02 04:00:00,24.12,45.074,24.951999999999998,42.55,21.48,98.0,23.6,96.9,22.88,53.42999999999999,5.0,1.0,1.0,1.0
