timestamp,f3_temp,f3_hum,f10_temp,f10_hum,out_temp,out_hum,entemp,enhum,extemp,exthum,cammode,outstatus_0x0002,outstatus_0x0004,outstatus_0x0008
2019-10-11 00:00:00,25.95,46.322,26.670000000000005,42.728,24.5,83.0,19.939999999999998,72.6,19.419999999999998,55.489999999999995,5.0,1.0,1.0,1.0
2019-10-11 00:10:00,25.97,46.391000000000005,26.670000000000005,42.721000000000004,24.5,82.4,19.95,72.64,19.97,52.620000000000005,5.0,1.0,1.0,1.0
2019-10-11 00:20:00,25.97,46.43,26.670000000000005,42.70700000000001,24.5,81.0,19.68,74.28,19.979999999999997,52.39,5.0,1.0,1.0,1.0
2019-10-11 00:30:00,25.98,46.47,26.670000000000005,42.68,24.5,82.2,19.44,74.84,19.759999999999998,53.17,5.0,1.0,1.0,1.0
2019-10-11 00:40:00,25.975,46.446999999999996,26.670000000000005,42.635000000000005,24.5,85.0,19.95,74.08,20.21,52.739999999999995,5.0,1.0,1.0,1.0
2019-10-11 00:50:00,25.98,46.342,26.670000000000005,42.7,24.46,85.4,19.580000000000002,74.01,19.91,52.370000000000005,5.0,1.0,1.0,1.0
2019-10-11 01:00:00,26.0,46.458,26.670000000000005,42.759,24.4,86.0,19.32,74.83,19.75,52.95,5.0,1.0,1.0,1.0
2019-10-11 01:10:00,26.0,46.366,26.670000000000005,42.766000000000005,24.369999999999997,86.3,19.6,74.14,19.8,52.82000000000001,5.0,1.0,1.0,1.0
2019-10-11 01:20:00,25.955000000000002,46.457,26.657999999999998,42.728,24.3,87.0,19.68,73.96000000000001,19.779999999999998,53.27,5.0,1.0,1.0,1.0
2019-10-11 01:30:00,25.95,46.439,26.666000000000004,42.77,24.3,87.0,19.72,73.56,19.86,52.589999999999996,5.0,1.0,1.0,1.0
2019-10-11 01:40:00,25.96,46.402,26.670000000000005,42.77,24.3,87.0,19.46,74.92999999999999,19.869999999999997,52.5,5.0,1.0,1.0,1.0
