timestamp,f3_temp,f3_hum,f10_temp,f10_hum,out_temp,out_hum,entemp,enhum,extemp,exthum,cammode,outstatus_0x0002,outstatus_0x0004,outstatus_0x0008
2019-10-10 00:00:00,25.264,45.242000000000004,26.170000000000005,43.479,23.4,97.0,17.7,71.36,18.98,49.989999999999995,5.0,1.0,1.0,1.0
2019-10-10 00:10:00,25.258,45.29,26.162,43.494,23.4,97.0,17.68,70.65,18.94,48.07,5.0,1.0,1.0,1.0
2019-10-10 00:20:00,25.27,45.214,26.170000000000005,43.494,23.4,97.0,17.8,69.26,19.3,48.71,5.0,1.0,1.0,1.0
2019-10-10 00:30:00,25.259999999999998,45.205,26.074,43.446,23.4,97.0,17.830000000000002,69.53,19.35,46.21,5.0,1.0,1.0,1.0
2019-10-10 00:40:00,25.262,45.202000000000005,26.07,43.436,23.4,97.0,17.68,70.38,19.11,48.65,5.0,1.0,1.0,1.0
2019-10-10 00:50:00,25.262,45.184000000000005,26.055,43.379,23.4,97.1,17.7,70.26,18.9,50.65,5.0,1.0,1.0,1.0
2019-10-10 01:00:00,25.262,45.17,26.065000000000005,43.388,23.4,98.0,17.66,70.32000000000001,19.21,46.93,5.0,1.0,1.0,1.0
2019-10-10 01:10:00,25.27,45.168,26.07,43.385,23.4,98.0,17.36,71.71000000000001,18.96,49.05,5.0,1.0,1.0,1.0
2019-10-10 01:20:00,25.266,45.282000000000004,26.080000000000002,43.382,23.5,98.0,17.419999999999998,70.65,19.080000000000002,48.85,5.0,1.0,1.0,1.0
2019-10-10 01:30:00,25.27,45.208000000000006,26.05,43.376,23.5,97.9,17.36,70.06,18.919999999999998,48.089999999999996,5.0,1.0,1.0,1.0
2019-10-10 01:40:00,25.266,45.221000000000004,26.05,43.37,23.5,97.0,17.5,69.34,18.86,46.65,5.0,1.0,1.0,1.0
2019-10-10 01:50:00,25.259999999999998,45.336,26.05,43.349,23.5,97.0,17.560000000000002,69.14,18.82,49.89,5.0,1.0,1.0,1.0
2019-10-10 02:00:00,25.27,45.3,26.065000000000005,43.31,23.4,97.0,17.36,70.44,19.14,47.75,5.0,1.0,1.0,1.0
2019-10-10 02:10:00,25.262,45.33,26.1,43.27,23.4,97.0,17.22,70.95,18.68,47.959999999999994,5.0,1.0,1.0,1.0
2019-10-10 02:20:00,25.264,45.339000000000006,26.05,43.27,23.4,97.0,17.46,69.86,18.68,49.81,5.0,1.0,1.0,1.0
2019-10-10 02:30:00,25.268,45.265,26.07,43.27,23.4,97.0,17.24,70.75,19.080000000000002,48.260000000000005,5.0,1.0,1.0,1.0
2019-10-10 02:40:00,25.262,45.38,26.05,43.27,23.5,96.0,17.32,70.3,18.72,48.18,5.0,1.0,1.0,1.0
2019-10-10 02:50:00,25.27,45.31,26.034000000000002,43.27,23.5,96.0,17.34,70.69,18.669999999999998,48.410000000000004,5.0,1.0,1.0,1.0
2019-10-10 03:00:00,25.27,45.355000000000004,26.026,43.260000000000005,23.5,96.0,17.259999999999998,70.83,18.830000000000002,49.660000000000004,5.0,1.0,1.0,1.0
2019-10-10 03:10:00,25.262,45.31,25.97,43.27,23.5,96.0,17.339999999999996,70.37,18.94,48.64,5.0,1.0,1.0,1.0
